Gene	Waves	Rho	Pval	BootP	PermP	BootP_All
356	RPL28	Delta	-0.65	0.0064157065211753	0.01	0.01	0
357	RPLP1	Delta	-0.579411764705882	0.0186625294177119	0.03	0.04	0.01
358	RPRD1A	Delta	0.652941176470588	0.00610204667907699	0.01	0.01	0
359	RPRD2	Delta	-0.538235294117647	0.0314932282058384	0.04	0.02	0.02
360	RPS21	Delta	0.541176470588235	0.0304002188881702	0.03	0.03	0.02
361	RPS29	Delta	-0.652941176470588	0.006102046679077	0.04	0	0
362	RPS4X	Delta	-0.520588235294118	0.0386909071406501	0.03	0.04	0.04
363	RRM2B	Delta	0.573529411764706	0.0201910380465231	0.01	0.02	0.01
364	RSL24D1	Delta	0.691176470588235	0.00302471879504341	0.01	0	0
365	RTFDC1	Delta	-0.520588235294118	0.0386909071406501	0.02	0	0
366	RUFY1	Delta	-0.558823529411765	0.0244365114245058	0.02	0.03	0
367	RUVBL1	Delta	-0.541176470588235	0.0304002188881703	0.04	0.02	0.02
368	RYR1	Delta	-0.676470588235294	0.00400825239020936	0.01	0	0.01
369	SAFB	Delta	-0.552941176470588	0.0263144998706666	0.03	0.01	0
370	SARM1	Delta	-0.579411764705882	0.0186625294177119	0.04	0.01	0
371	SC5D	Delta	0.561764705882353	0.0235370164742809	0.03	0.01	0.01
372	SCAMP1	Delta	0.635294117647059	0.00818206461633403	0	0.01	0
373	SCOC	Delta	0.802941176470588	0.000180516794679844	0	0	0
374	SCYL2	Delta	0.591176470588235	0.0158755795556415	0.03	0.04	0
375	SEC22B	Delta	0.570588235294118	0.0209906963682178	0.01	0	0.01
376	SERAC1	Delta	0.602941176470588	0.0134241253978914	0.03	0.01	0.01
377	SETD9	Delta	0.588235294117647	0.0165397221953782	0.02	0.02	0.01
378	SGTB	Delta	0.644117647058823	0.00708152408658287	0.03	0	0
379	SI	Delta	0.552941176470588	0.0263144998706665	0.03	0.03	0.02
380	SLBP	Delta	0.661764705882353	0.00523375330132751	0.01	0.01	0
381	SLC12A4	Delta	-0.544117647058823	0.0293363374813766	0.04	0.04	0.03
382	SLC22A8	Delta	-0.547058823529412	0.028301087242109	0.02	0.04	0.04
383	SLC25A32	Delta	0.655882352941176	0.0058007369622315	0.01	0.01	0
384	SLC25A36	Delta	0.576470588235294	0.0194151403865316	0.03	0.01	0.02
385	SLC35A5	Delta	0.582352941176471	0.0179327341310354	0.01	0.02	0.01
386	SLC38A9	Delta	0.552941176470588	0.0263144998706665	0.04	0.03	0.04
387	SLC39A10	Delta	0.570588235294118	0.0209906963682178	0	0.03	0.01
388	SLC3A2	Delta	-0.579411764705882	0.0186625294177119	0.04	0.04	0
389	SLC5A4	Delta	0.688235294117647	0.00320390861439574	0	0.01	0.01
390	SMARCB1	Delta	-0.723529411764706	0.00153448118982397	0	0	0
391	SMG6	Delta	-0.605882352941176	0.0128602985333672	0.01	0.02	0
392	SMIM13	Delta	0.729411764705882	0.00134307868238367	0	0	0
393	SMIM19	Delta	0.65	0.0064157065211753	0	0.02	0
394	SNAPC5	Delta	0.605882352941176	0.0128602985333672	0.01	0.01	0.03
395	SORBS1	Delta	-0.6	0.0140071223296	0.03	0.03	0
396	SOX30	Delta	0.558823529411765	0.0244365114245058	0.03	0.02	0.03
397	SPCS3	Delta	0.720588235294118	0.00163819116387961	0	0	0
398	SPEN	Delta	-0.552941176470588	0.0263144998706666	0.03	0.01	0
399	SPRYD7	Delta	0.582352941176471	0.0179327341310354	0.03	0.02	0.01
400	SQLE	Delta	0.632352941176471	0.00857758410309935	0.01	0	0
401	SQSTM1	Delta	-0.514705882352941	0.041345806442249	0.03	0.02	0
402	SRP9	Delta	0.638235294117647	0.00780113863100802	0	0.01	0
403	SRRM2	Delta	-0.579411764705882	0.0186625294177119	0.01	0.01	0
404	SRRM3	Delta	-0.567647058823529	0.021814592143743	0.02	0.02	0.03
405	SRSF7	Delta	0.597058823529412	0.014609731954981	0.02	0.04	0
406	SSH1	Delta	-0.664705882352941	0.00496738593748203	0.04	0.02	0
407	ST5	Delta	-0.667647058823529	0.00471198194799	0.02	0.02	0
408	STARD3	Delta	-0.597058823529412	0.014609731954981	0.02	0.01	0.02
409	STAT3	Delta	-0.544117647058823	0.0293363374813766	0.04	0.02	0.02
410	STK35	Delta	-0.576470588235294	0.0194151403865316	0	0.03	0.03
411	SUB1	Delta	0.635294117647059	0.00818206461633403	0	0.01	0
412	SUCLG1	Delta	0.552941176470588	0.0263144998706665	0.04	0.02	0.02
413	SUFU	Delta	-0.661764705882353	0.00523375330132754	0.02	0.01	0.02
414	SULF2	Delta	-0.608823529411765	0.0123152031982464	0.04	0.04	0.03
415	SVIL	Delta	-0.623529411764706	0.00985565039092201	0.01	0.02	0
416	SVIP	Delta	0.635294117647059	0.00818206461633403	0.02	0.02	0
417	TACC2	Delta	-0.614705882352941	0.011279474063305	0.02	0.01	0.03
418	TADA1	Delta	0.617647058823529	0.0107879846019488	0.02	0	0
419	TAF9B	Delta	0.702941176470588	0.00238695266930094	0	0	0.01
420	TANGO6	Delta	-0.602941176470588	0.0134241253978913	0.01	0	0.01
421	TBCEL	Delta	0.547058823529412	0.0283010872421088	0.04	0.04	0.01
422	TCEAL7	Delta	0.588235294117647	0.0165397221953782	0.01	0	0.03
423	TCF20	Delta	-0.658823529411765	0.00551142233634373	0.02	0.01	0
424	TFPI2	Delta	0.547058823529412	0.0283010872421088	0.02	0.04	0.02
425	THAP8	Delta	-0.620588235294118	0.0103135155496777	0.02	0.02	0
426	THOC5	Delta	-0.65	0.0064157065211753	0.02	0	0
427	TLN1	Delta	-0.629411764705882	0.00898808926444689	0	0.01	0
428	TM2D3	Delta	0.602941176470588	0.0134241253978914	0.02	0.02	0.01
429	TM9SF2	Delta	0.547058823529412	0.0283010872421088	0.04	0.01	0.01
430	TMA7	Delta	0.561764705882353	0.0235370164742809	0.03	0.02	0.01
431	TMEM106B	Delta	0.688235294117647	0.00320390861439574	0	0.01	0.01
432	TMEM126B	Delta	0.729411764705882	0.00134307868238367	0	0	0
433	TMEM161B	Delta	0.552941176470588	0.0263144998706665	0.04	0.01	0.02
434	TMEM185B	Delta	0.541176470588235	0.0304002188881702	0.03	0.03	0.03
435	TMEM209	Delta	0.585294117647059	0.0172252866160948	0.01	0.03	0.01
436	TMEM237	Delta	0.720588235294118	0.00163819116387961	0	0	0
437	TMEM33	Delta	0.664705882352941	0.00496738593748199	0	0.03	0
438	TMEM53	Delta	-0.65	0.0064157065211753	0.01	0	0
439	TMEM70	Delta	0.623529411764706	0.00985565039092204	0.03	0.02	0.01
440	TNR	Delta	-0.638235294117647	0.00780113863100802	0.02	0.01	0.04
441	TNRC6B	Delta	-0.626470588235294	0.00941397730678363	0.01	0.01	0
442	TOP1MT	Delta	-0.594117647058824	0.015232400876328	0.04	0.02	0.01
443	TOPBP1	Delta	0.741176470588235	0.00101846954957367	0	0	0.01
444	TPTE2	Delta	0.555882352941176	0.025362176320608	0.04	0.01	0.03
445	TRAK1	Delta	-0.626470588235294	0.00941397730678363	0.03	0.01	0
446	TRAPPC11	Delta	0.576470588235294	0.0194151403865316	0.02	0.04	0.02
447	TRAPPC12	Delta	-0.570588235294118	0.0209906963682178	0.03	0.02	0.02
448	TRAPPC13	Delta	0.644117647058823	0.00708152408658287	0.02	0	0.01
449	TRAPPC6B	Delta	0.667647058823529	0.00471198194798998	0	0	0
450	TRIM23	Delta	0.588235294117647	0.0165397221953782	0.02	0.01	0
451	TRMT2B	Delta	-0.702941176470588	0.00238695266930094	0	0.01	0
452	TSEN15	Delta	0.664705882352941	0.00496738593748199	0.02	0	0.01
453	TSPAN31	Delta	0.582352941176471	0.0179327341310354	0.02	0.01	0.01
454	TTC30A	Delta	0.788235294117647	0.000286465682391849	0	0	0
455	TWF1	Delta	0.614705882352941	0.011279474063305	0.02	0	0.01
456	TXNDC9	Delta	0.570588235294118	0.0209906963682178	0.01	0.03	0.01
457	TYRP1	Delta	0.558823529411765	0.0244365114245058	0.01	0.03	0.01
458	UBE2A	Delta	0.620588235294118	0.0103135155496777	0.01	0.01	0
459	UBE2B	Delta	0.541176470588235	0.0304002188881702	0.03	0.03	0.01
460	UBE2H	Delta	-0.567647058823529	0.021814592143743	0.03	0.01	0.03
461	UBR3	Delta	0.511764705882353	0.0427234481633318	0.03	0.04	0.04
462	USP12	Delta	0.570588235294118	0.0209906963682178	0.02	0.04	0
463	USP38	Delta	0.585294117647059	0.0172252866160948	0.03	0.03	0.03
464	USP4	Delta	-0.523529411764706	0.0374126481301495	0.02	0.04	0.02
465	VASP	Delta	-0.617647058823529	0.0107879846019488	0	0.01	0
466	VIP	Delta	0.732352941176471	0.00125495816615226	0	0	0
467	VTA1	Delta	0.652941176470588	0.00610204667907699	0.02	0.01	0.01
468	WBP1L	Delta	-0.667647058823529	0.00471198194799	0.01	0	0
469	WDR37	Delta	-0.541176470588235	0.0304002188881703	0.02	0.02	0.01
470	WLS	Delta	-0.602941176470588	0.0134241253978913	0.02	0.03	0.01
471	WRB	Delta	0.602941176470588	0.0134241253978914	0	0.04	0.01
472	YIPF5	Delta	0.623529411764706	0.00985565039092204	0.01	0	0.01
473	YLPM1	Delta	-0.638235294117647	0.00780113863100802	0.03	0.02	0
474	YRDC	Delta	0.544117647058823	0.0293363374813766	0	0.04	0
475	ZBTB44	Delta	0.523529411764706	0.0374126481301494	0.02	0.02	0.01
476	ZBTB6	Delta	0.655882352941176	0.0058007369622315	0	0	0.01
477	ZDHHC13	Delta	0.547058823529412	0.0283010872421088	0.03	0.01	0.01
478	ZFHX2	Delta	-0.579411764705882	0.0186625294177119	0.02	0.01	0
479	ZFHX3	Delta	-0.805882352941176	0.000163846664736729	0	0	0
480	ZMYND8	Delta	-0.564705882352941	0.0226632048441846	0.03	0.01	0.01
481	ZNF10	Delta	0.552941176470588	0.0263144998706665	0.03	0	0.01
482	ZNF131	Delta	-0.55	0.0272939727097307	0.04	0.04	0
483	ZNF22	Delta	0.535294117647059	0.0326158632940219	0.03	0.04	0.02
484	ZNF257	Delta	0.520588235294118	0.0386909071406499	0.04	0.03	0.03
485	ZNF317	Delta	-0.588235294117647	0.0165397221953781	0.01	0.02	0.01
486	ZNF398	Delta	-0.65	0.0064157065211753	0	0	0
487	ZNF445	Delta	-0.629411764705882	0.00898808926444689	0	0.01	0
488	ZNF528	Delta	-0.594117647058824	0.015232400876328	0.03	0	0.03
489	ZNF529	Delta	0.597058823529412	0.014609731954981	0.01	0.03	0.01
490	ZNF586	Delta	-0.544117647058823	0.0293363374813766	0.04	0.01	0.02
491	ZNF589	Delta	-0.555882352941176	0.0253621763206081	0.01	0.03	0.03
492	ZNF592	Delta	-0.597058823529412	0.014609731954981	0.02	0.01	0.01
493	ZNF613	Delta	0.532352941176471	0.0337686229602347	0.01	0.01	0.03
494	ZNF639	Delta	0.797058823529412	0.000218098069905748	0	0	0
495	ZNF669	Delta	0.526470588235294	0.0361665149722455	0.03	0.02	0.04
496	ZNF681	Delta	0.561764705882353	0.0235370164742809	0.04	0.04	0.02
497	ZNF746	Delta	0.570588235294118	0.0209906963682178	0.03	0.01	0.02
498	ZNF770	Delta	0.585294117647059	0.0172252866160948	0	0.02	0.02
499	ZNF785	Delta	-0.576470588235294	0.0194151403865316	0.04	0.03	0
500	ZNF800	Delta	0.626470588235294	0.00941397730678366	0	0.02	0.01
501	ZNF880	Delta	0.591176470588235	0.0158755795556415	0	0	0.03
502	ZNRF3	Delta	-0.55	0.0272939727097307	0.03	0.04	0.01
503	ZXDB	Delta	0.602941176470588	0.0134241253978914	0.02	0.02	0.01
504	ABRACL	Theta	0.623529411764706	0.00985565039092204	0	0	0
505	ACER1	Theta	-0.594117647058824	0.015232400876328	0.01	0	0.02
506	ALOX5AP	Theta	0.532352941176471	0.0337686229602347	0.03	0.03	0.04
507	ARMC10	Theta	0.570588235294118	0.0209906963682178	0.03	0.02	0
508	AXDND1	Theta	0.591176470588235	0.0158755795556415	0.01	0.01	0.03
509	BAG4	Theta	0.570588235294118	0.0209906963682178	0.04	0.02	0.02
510	BGN	Theta	-0.544117647058823	0.0293363374813766	0	0.03	0.01
511	BIRC2	Theta	0.626470588235294	0.00941397730678366	0.02	0.01	0
512	BOLA1	Theta	0.55	0.0272939727097306	0.01	0.03	0.04
513	BPGM	Theta	0.570588235294118	0.0209906963682178	0.01	0.01	0.02
514	C10orf54	Theta	-0.511764705882353	0.0427234481633318	0.02	0.03	0.04
515	C17orf58	Theta	0.558823529411765	0.0244365114245058	0.03	0.03	0.03
516	C19orf44	Theta	-0.597058823529412	0.014609731954981	0	0.01	0.02
517	C1orf106	Theta	-0.594117647058824	0.015232400876328	0.01	0.01	0.01
518	C1orf112	Theta	0.5	0.0485802888870239	0.04	0.01	0.04
519	C1orf52	Theta	0.611764705882353	0.0117884050531152	0	0.03	0.01
520	C1orf94	Theta	0.511764705882353	0.0427234481633318	0.04	0.03	0.04
521	C3orf14	Theta	0.664705882352941	0.00496738593748199	0.02	0.01	0
522	CCDC149	Theta	-0.523529411764706	0.0374126481301495	0.03	0.01	0.04
523	CEP250	Theta	-0.579411764705882	0.0186625294177119	0.02	0.03	0
524	CEP89	Theta	-0.526470588235294	0.0361665149722456	0.04	0.04	0.04
525	CHST12	Theta	-0.558823529411765	0.0244365114245058	0.04	0.03	0.02
526	CLTA	Theta	-0.552941176470588	0.0263144998706666	0.01	0.02	0.01
527	CORIN	Theta	-0.555882352941176	0.0253621763206081	0.03	0.02	0.01
528	CPT1A	Theta	-0.655882352941176	0.00580073696223151	0	0	0
529	CTSV	Theta	0.652941176470588	0.00610204667907699	0	0.02	0
530	DGCR8	Theta	-0.617647058823529	0.0107879846019488	0.02	0.03	0.01
531	DLST	Theta	-0.564705882352941	0.0226632048441846	0.03	0.01	0.04
532	EIF4EBP1	Theta	-0.611764705882353	0.0117884050531152	0.02	0.02	0.02
533	FAM109A	Theta	-0.567647058823529	0.021814592143743	0	0.03	0.04
534	FAM168A	Theta	-0.547058823529412	0.028301087242109	0.04	0.03	0.03
535	FAM179B	Theta	0.511764705882353	0.0427234481633318	0.03	0.04	0.04
536	FLNA	Theta	-0.614705882352941	0.011279474063305	0.03	0	0.01
537	GAA	Theta	-0.585294117647059	0.0172252866160948	0.03	0.01	0
538	GGACT	Theta	0.570588235294118	0.0209906963682178	0.02	0.02	0
539	GPRIN1	Theta	-0.561764705882353	0.023537016474281	0.04	0.01	0.01
540	GTDC1	Theta	0.617647058823529	0.0107879846019488	0.01	0.01	0.01
541	HSD17B14	Theta	0.561764705882353	0.0235370164742809	0.04	0.02	0.03
542	IFNLR1	Theta	0.641176470588235	0.00743441908253395	0	0.01	0
543	IL4I1	Theta	-0.670588235294118	0.00446720869773816	0.01	0.01	0.01
544	INSM2	Theta	0.573529411764706	0.0201910380465231	0.02	0.01	0.03
545	ITFG1	Theta	0.623529411764706	0.00985565039092204	0.01	0.01	0.01
546	ITPR3	Theta	-0.55	0.0272939727097307	0.04	0.04	0.01
547	JAGN1	Theta	0.514705882352941	0.041345806442249	0.03	0.03	0.02
548	KCNMB2	Theta	0.588235294117647	0.0165397221953782	0	0	0.01
549	KIAA1644	Theta	-0.523529411764706	0.0374126481301495	0.03	0.04	0.04
550	KLHL2	Theta	0.529411764705882	0.0349520067895181	0.04	0.03	0.03
551	KRT10	Theta	0.558823529411765	0.0244365114245058	0.03	0.03	0.01
552	LAT	Theta	-0.582352941176471	0.0179327341310354	0.02	0	0.03
553	MANSC1	Theta	0.535294117647059	0.0326158632940219	0.01	0.03	0.03
554	MAPKBP1	Theta	-0.558823529411765	0.0244365114245058	0.04	0.02	0.02
555	MATK	Theta	-0.591176470588235	0.0158755795556414	0.01	0.01	0
556	MED9	Theta	-0.570588235294118	0.0209906963682178	0.02	0.01	0.03
557	MGAT1	Theta	-0.511764705882353	0.0427234481633318	0.04	0.03	0.01
558	MTCH2	Theta	0.614705882352941	0.011279474063305	0.03	0.02	0.01
559	MYLK3	Theta	0.591176470588235	0.0158755795556415	0.03	0.02	0.02
560	MZT1	Theta	0.517647058823529	0.0400017929595607	0.02	0.03	0.02
561	NDUFA6	Theta	0.502941176470588	0.0470631404672732	0.02	0.03	0.04
562	NEIL1	Theta	-0.570588235294118	0.0209906963682178	0.02	0.02	0.01
563	NIPA2	Theta	0.535294117647059	0.0326158632940219	0.03	0.03	0.02
564	NIPSNAP3A	Theta	0.611764705882353	0.0117884050531152	0.03	0.01	0.02
565	NR5A2	Theta	0.520588235294118	0.0386909071406499	0.04	0.03	0.01
566	NT5C3A	Theta	0.520588235294118	0.0386909071406499	0.01	0.04	0.02
567	ODF2	Theta	-0.6	0.0140071223296	0.04	0.03	0.02
568	PCDH9	Theta	0.538235294117647	0.0314932282058384	0.04	0.04	0.02
569	PCDHB12	Theta	0.558823529411765	0.0244365114245058	0	0	0.03
570	PCNT	Theta	-0.552941176470588	0.0263144998706666	0.03	0.01	0.03
571	PHYHIPL	Theta	0.626470588235294	0.00941397730678366	0	0	0
572	POLR2K	Theta	0.529411764705882	0.0349520067895181	0.04	0.03	0.01
573	PPP1R36	Theta	0.508823529411765	0.0441352182349839	0.02	0.02	0.04
574	PQLC2	Theta	-0.711764705882353	0.00198404324776996	0.01	0.02	0
575	PRKD2	Theta	-0.529411764705882	0.0349520067895182	0.02	0.01	0.02
576	PRPSAP1	Theta	-0.564705882352941	0.0226632048441846	0.01	0.04	0.03
577	PSMD6	Theta	0.552941176470588	0.0263144998706665	0.04	0	0
578	PSMF1	Theta	-0.561764705882353	0.023537016474281	0.03	0.04	0.01
579	PTK7	Theta	-0.638235294117647	0.00780113863100802	0.01	0	0
580	RABGEF1	Theta	0.632352941176471	0.00857758410309935	0	0.02	0
581	RABL3	Theta	0.579411764705882	0.0186625294177119	0.01	0.01	0.01
582	RAPGEF6	Theta	0.544117647058823	0.0293363374813766	0.04	0.02	0.04
583	RBM42	Theta	-0.558823529411765	0.0244365114245058	0.03	0.03	0.04
584	RP11-162P23.2	Theta	-0.541176470588235	0.0304002188881703	0.04	0.04	0.01
585	RYR1	Theta	-0.561764705882353	0.023537016474281	0.02	0.01	0.03
586	SAA2-SAA4	Theta	0.605882352941176	0.0128602985333672	0.02	0.01	0
587	SCOC	Theta	0.614705882352941	0.011279474063305	0.03	0.02	0.01
588	SETD9	Theta	0.594117647058824	0.015232400876328	0.01	0.02	0.01
589	SHANK1	Theta	-0.570588235294118	0.0209906963682178	0.04	0.03	0.01
590	SLBP	Theta	0.564705882352941	0.0226632048441846	0.03	0.03	0.01
591	SLC7A5	Theta	-0.529411764705882	0.0349520067895182	0.02	0.04	0.01
592	SMARCD3	Theta	-0.535294117647059	0.0326158632940221	0.04	0.03	0.02
593	SQLE	Theta	0.55	0.0272939727097306	0.04	0.03	0.02
594	SRRM3	Theta	-0.573529411764706	0.0201910380465231	0.03	0.01	0.01
595	SSH1	Theta	-0.647058823529412	0.00674207700717987	0.01	0.01	0
596	STK35	Theta	-0.608823529411765	0.0123152031982464	0	0.03	0.01
597	SULF2	Theta	-0.529411764705882	0.0349520067895182	0.04	0.02	0.02
598	TADA1	Theta	0.547058823529412	0.0283010872421088	0.02	0.03	0.02
599	TAF4	Theta	-0.570588235294118	0.0209906963682178	0.03	0.01	0
600	TAF9B	Theta	0.573529411764706	0.0201910380465231	0	0.01	0.01
601	TCF20	Theta	-0.573529411764706	0.0201910380465231	0.04	0.02	0
602	TEX11	Theta	0.597058823529412	0.014609731954981	0.01	0	0.01
603	THAP8	Theta	-0.567647058823529	0.021814592143743	0.02	0.02	0.01
604	TMEM106B	Theta	0.579411764705882	0.0186625294177119	0.02	0.03	0.01
605	TMEM201	Theta	-0.532352941176471	0.0337686229602348	0.03	0.03	0.03
606	TMEM209	Theta	0.538235294117647	0.0314932282058384	0.02	0.04	0
607	TMEM62	Theta	0.579411764705882	0.0186625294177119	0	0.03	0
608	TOP3B	Theta	-0.623529411764706	0.00985565039092201	0.02	0.01	0
609	TPTE2	Theta	0.661764705882353	0.00523375330132751	0.01	0.01	0.02
610	TRMT61A	Theta	-0.605882352941176	0.0128602985333672	0	0.02	0.03
611	TSEN15	Theta	0.5	0.0485802888870239	0.04	0.04	0.03
612	TTC30B	Theta	0.617647058823529	0.0107879846019488	0.03	0.02	0.01
613	VTA1	Theta	0.552941176470588	0.0263144998706665	0.02	0.03	0.03
614	WDR37	Theta	-0.552941176470588	0.0263144998706666	0	0.02	0.01
615	WHSC1	Theta	-0.555882352941176	0.0253621763206081	0.04	0.04	0.02
616	ZDHHC13	Theta	0.658823529411765	0.00551142233634371	0.01	0.01	0
617	ZNF398	Theta	-0.576470588235294	0.0194151403865316	0.02	0.01	0.02
618	ZNF445	Theta	-0.564705882352941	0.0226632048441846	0.04	0.02	0.01
619	ZNF592	Theta	-0.561764705882353	0.023537016474281	0.01	0.01	0.01
620	ZNF639	Theta	0.594117647058824	0.015232400876328	0.02	0.04	0.01
621	ZNF682	Theta	0.552941176470588	0.0263144998706665	0.02	0.03	0.03
622	ZNF696	Theta	-0.585294117647059	0.0172252866160948	0	0.03	0
623	ZNF800	Theta	0.591176470588235	0.0158755795556415	0.04	0.02	0
624	ZXDB	Theta	0.532352941176471	0.0337686229602347	0.04	0.04	0.02
625	AACS	Alpha	-0.555882352941176	0.0253621763206081	0.02	0.02	0
626	AASDHPPT	Alpha	0.517647058823529	0.0400017929595607	0.02	0.03	0.04
627	ABAT	Alpha	-0.605882352941176	0.0128602985333672	0.02	0	0.02
628	ABL2	Alpha	-0.579411764705882	0.0186625294177119	0.01	0.02	0.01
629	ABLIM1	Alpha	-0.697058823529412	0.0026905894025606	0	0.01	0
630	ABRACL	Alpha	0.620588235294118	0.0103135155496777	0.01	0.01	0.01
631	AC003002.4	Alpha	0.558823529411765	0.0244365114245058	0.03	0.03	0.02
632	AC087350.1	Alpha	0.594117647058824	0.015232400876328	0.02	0	0
633	AC104534.3	Alpha	0.582352941176471	0.0179327341310354	0	0	0.04
634	ACER1	Alpha	-0.588235294117647	0.0165397221953781	0.01	0.04	0.03
635	ACIN1	Alpha	-0.520588235294118	0.0386909071406501	0.03	0.02	0.02
636	ADAM12	Alpha	0.6	0.0140071223296	0.02	0.01	0
637	ADAM32	Alpha	0.726470588235294	0.00143618263507853	0	0.01	0
638	ADAMTS6	Alpha	0.532352941176471	0.0337686229602347	0.02	0.02	0.03
639	ADAMTSL4	Alpha	0.538235294117647	0.0314932282058384	0.03	0.04	0.03
640	ADD2	Alpha	-0.652941176470588	0.006102046679077	0	0.01	0
641	ADH1B	Alpha	0.594117647058824	0.015232400876328	0.03	0.02	0.01
642	ADNP	Alpha	-0.629411764705882	0.00898808926444689	0	0.02	0
643	AEBP1	Alpha	-0.523529411764706	0.0374126481301495	0.02	0.04	0.03
644	AGAP2	Alpha	-0.532352941176471	0.0337686229602348	0.01	0	0.04
645	AHNAK	Alpha	-0.552941176470588	0.0263144998706666	0.03	0.02	0.03
646	AIP	Alpha	-0.567647058823529	0.021814592143743	0.01	0.01	0.03
647	AKR1A1	Alpha	-0.55	0.0272939727097307	0.02	0.04	0.04
648	ALDH1A1	Alpha	0.573529411764706	0.0201910380465231	0.01	0.02	0.02
649	ALDH2	Alpha	-0.573529411764706	0.0201910380465231	0.02	0.04	0.04
650	ALG10	Alpha	0.526470588235294	0.0361665149722455	0.01	0.04	0.04
651	ALG10B	Alpha	0.564705882352941	0.0226632048441846	0.02	0.01	0.01
652	ALG1L	Alpha	0.664705882352941	0.00496738593748199	0.01	0	0.01
653	ALG6	Alpha	0.523529411764706	0.0374126481301494	0.02	0.01	0.03
654	ALOX5AP	Alpha	0.667647058823529	0.00471198194798998	0.01	0.01	0
655	ALS2	Alpha	-0.5	0.0485802888870239	0.04	0.02	0.03
656	AMDHD1	Alpha	0.626470588235294	0.00941397730678366	0.01	0	0.03
657	ANKRA2	Alpha	0.567647058823529	0.021814592143743	0.04	0.03	0.01
658	ANKRD13C	Alpha	0.532352941176471	0.0337686229602347	0.02	0	0.04
659	ANKRD28	Alpha	0.632352941176471	0.00857758410309935	0.02	0.02	0
660	AP002962.1	Alpha	0.558823529411765	0.0244365114245058	0.02	0.03	0.04
661	APEX2	Alpha	-0.520588235294118	0.0386909071406501	0.04	0.01	0.04
662	ARHGAP35	Alpha	-0.620588235294118	0.0103135155496777	0	0.01	0.01
663	ARHGEF9	Alpha	-0.597058823529412	0.014609731954981	0	0.02	0.02
664	ARMC10	Alpha	0.679411764705882	0.00379343266915975	0	0	0
665	ARMC7	Alpha	-0.682352941176471	0.00358797041175672	0.01	0	0
666	ARMT1	Alpha	0.523529411764706	0.0374126481301494	0.04	0.02	0.03
667	ASB6	Alpha	-0.535294117647059	0.0326158632940221	0.01	0.04	0.02
668	ASS1	Alpha	-0.535294117647059	0.0326158632940221	0.02	0.04	0.03
669	ASTE1	Alpha	0.552941176470588	0.0263144998706665	0.01	0.02	0.02
670	ATG4C	Alpha	0.623529411764706	0.00985565039092204	0	0.01	0.04
671	ATP1A2	Alpha	-0.532352941176471	0.0337686229602348	0.04	0.01	0.03
672	ATP1B2	Alpha	-0.576470588235294	0.0194151403865316	0.01	0.02	0.01
673	ATP5S	Alpha	0.579411764705882	0.0186625294177119	0	0.02	0.02
674	ATP6V0A1	Alpha	-0.555882352941176	0.0253621763206081	0.02	0.02	0.01
675	ATXN2	Alpha	-0.567647058823529	0.021814592143743	0.03	0.04	0
676	AXDND1	Alpha	0.697058823529412	0.0026905894025606	0.01	0	0
677	BCAP31	Alpha	-0.558823529411765	0.0244365114245058	0.02	0.03	0.02
678	BCL7A	Alpha	-0.547058823529412	0.028301087242109	0.03	0	0.01
679	BEX2	Alpha	-0.555882352941176	0.0253621763206081	0.01	0.01	0.02
680	BGN	Alpha	-0.591176470588235	0.0158755795556414	0.01	0.04	0.02
681	BIRC2	Alpha	0.582352941176471	0.0179327341310354	0.01	0.01	0
682	BMPR1A	Alpha	0.532352941176471	0.0337686229602347	0.03	0.03	0.03
683	BMX	Alpha	0.558823529411765	0.0244365114245058	0.04	0.03	0.02
684	BOLA1	Alpha	0.573529411764706	0.0201910380465231	0.02	0.01	0.04
685	BPGM	Alpha	0.523529411764706	0.0374126481301494	0.03	0.01	0.03
686	BRINP3	Alpha	0.505882352941176	0.0455816161239403	0.02	0.04	0.03
687	BTBD6	Alpha	-0.544117647058823	0.0293363374813766	0.01	0.04	0.01
688	BYSL	Alpha	-0.741176470588235	0.00101846954957367	0	0.01	0
689	C10orf11	Alpha	0.511764705882353	0.0427234481633318	0.01	0.04	0.03
690	C11orf71	Alpha	0.547058823529412	0.0283010872421088	0.03	0.02	0.01
691	C12orf50	Alpha	0.526470588235294	0.0361665149722455	0.04	0.04	0.04
692	C12orf60	Alpha	0.602941176470588	0.0134241253978914	0.01	0.02	0
693	C12orf66	Alpha	0.579411764705882	0.0186625294177119	0	0.03	0.04
694	C14orf169	Alpha	0.517647058823529	0.0400017929595607	0.03	0.03	0.04
695	C17orf58	Alpha	0.576470588235294	0.0194151403865316	0.03	0.02	0.03
696	C17orf89	Alpha	-0.6	0.0140071223296	0.02	0.03	0.01
697	C18orf54	Alpha	0.6	0.0140071223296	0.02	0.01	0.03
698	C19orf44	Alpha	-0.635294117647059	0.00818206461633403	0.02	0.01	0.02
699	C19orf68	Alpha	-0.529411764705882	0.0349520067895182	0.03	0.03	0.04
700	C1orf112	Alpha	0.729411764705882	0.00134307868238367	0	0	0.01
701	C1orf115	Alpha	-0.605882352941176	0.0128602985333672	0	0.02	0.01
702	C1orf21	Alpha	-0.617647058823529	0.0107879846019488	0.01	0	0.03
703	C1orf52	Alpha	0.6	0.0140071223296	0	0.02	0
704	C1orf94	Alpha	0.641176470588235	0.00743441908253395	0	0	0.01
